2013-02-14,王将戦,62,,佐藤康光,○,●,渡辺明,,七番勝負,第3局,,なし
2013-01-24,王将戦,62,,佐藤康光,●,○,渡辺明,,七番勝負,第2局,,なし
2013-01-14,王将戦,62,,佐藤康光,●,○,渡辺明,,七番勝負,第1局,,なし
2012-11-29,竜王戦,25,,渡辺明,○,●,丸山忠久,,七番勝負,第5局,,なし
2012-11-21,竜王戦,25,,渡辺明,●,○,丸山忠久,,七番勝負,第4局,,なし
2012-11-09,竜王戦,25,,渡辺明,○,●,丸山忠久,,七番勝負,第3局,,なし
2012-11-01,竜王戦,25,,渡辺明,○,●,丸山忠久,,七番勝負,第2局,,なし
2012-10-16,竜王戦,25,,渡辺明,○,●,丸山忠久,,七番勝負,第1局,,なし
2012-10-03,王座戦,60,,渡辺明,●,○,羽生善治,,五番勝負,第4局,,なし
2012-10-03,王座戦,60,,渡辺明,千,千,羽生善治,,五番勝負,第4局,,なし
2012-09-19,王座戦,60,,渡辺明,●,○,羽生善治,,五番勝負,第3局,,なし
2012-09-05,王座戦,60,,渡辺明,●,○,羽生善治,,五番勝負,第2局,,なし
2012-08-29,王座戦,60,,渡辺明,○,●,羽生善治,,五番勝負,第1局,,なし
2012-08-23,王位戦,53,,羽生善治,○,●,藤井猛,,七番勝負,第5局,,なし
2012-08-09,王位戦,53,,羽生善治,○,●,藤井猛,,七番勝負,第4局,,なし
2012-08-02,王位戦,53,,羽生善治,○,●,藤井猛,,七番勝負,第3局,,なし
2012-07-25,王位戦,53,,羽生善治,●,○,藤井猛,,七番勝負,第2局,,なし
2012-07-11,王位戦,53,,羽生善治,○,●,藤井猛,,七番勝負,第1局,,なし
2012-07-11,王位戦,53,,羽生善治,千,千,藤井猛,,七番勝負,第1局,,なし
2012-07-05,棋聖戦,83,,羽生善治,○,●,中村太地,,五番勝負,第3局,,なし
2012-06-23,棋聖戦,83,,羽生善治,○,●,中村太地,,五番勝負,第2局,,なし
2012-06-06,棋聖戦,83,,羽生善治,○,●,中村太地,,五番勝負,第1局,,なし
2012-06-13,名人戦,70,,森内俊之,○,●,羽生善治,,七番勝負,第6局,,なし
2012-06-01,名人戦,70,,森内俊之,○,●,羽生善治,,七番勝負,第5局,,なし
2012-05-23,名人戦,70,,森内俊之,●,○,羽生善治,,七番勝負,第4局,,なし
2012-05-09,名人戦,70,,森内俊之,○,●,羽生善治,,七番勝負,第3局,,なし
2012-04-25,名人戦,70,,森内俊之,●,○,羽生善治,,七番勝負,第2局,,なし
2012-04-11,名人戦,70,,森内俊之,○,●,羽生善治,,七番勝負,第1局,,なし
2012-03-17,棋王戦,37,,久保利明,●,○,郷田真隆,,五番勝負,第4局,,なし
2012-03-04,棋王戦,37,,久保利明,●,○,郷田真隆,,五番勝負,第3局,,なし
2012-02-25,棋王戦,37,,久保利明,●,○,郷田真隆,,五番勝負,第2局,,なし
2012-02-05,棋王戦,37,,久保利明,○,●,郷田真隆,,五番勝負,第1局,,なし
2012-03-09,王将戦,61,,久保利明,●,○,佐藤康光,,七番勝負,第5局,,なし
2012-02-23,王将戦,61,,久保利明,○,●,佐藤康光,,七番勝負,第4局,,なし
2012-02-17,王将戦,61,,久保利明,●,○,佐藤康光,,七番勝負,第3局,,なし
2012-01-27,王将戦,61,,久保利明,●,○,佐藤康光,,七番勝負,第2局,,なし
2012-01-09,王将戦,61,,久保利明,●,○,佐藤康光,,七番勝負,第1局,,なし
2011-12-02,竜王戦,24,,渡辺明,○,●,丸山忠久,,七番勝負,第5局,,なし
2011-11-25,竜王戦,24,,渡辺明,○,●,丸山忠久,,七番勝負,第4局,,なし
2011-11-09,竜王戦,24,,渡辺明,●,○,丸山忠久,,七番勝負,第3局,,なし
2011-10-26,竜王戦,24,,渡辺明,○,●,丸山忠久,,七番勝負,第2局,,なし
2011-10-14,竜王戦,24,,渡辺明,○,●,丸山忠久,,七番勝負,第1局,,なし
2011-09-27,王座戦,59,,羽生善治,●,○,渡辺明,,五番勝負,第3局,,なし
2011-09-20,王座戦,59,,羽生善治,●,○,渡辺明,,五番勝負,第2局,,なし
2011-09-07,王座戦,59,,羽生善治,●,○,渡辺明,,五番勝負,第1局,,なし
2011-09-13,王位戦,52,,広瀬章人,●,○,羽生善治,,七番勝負,第7局,,なし
2011-08-30,王位戦,52,,広瀬章人,●,○,羽生善治,,七番勝負,第6局,,なし
2011-08-24,王位戦,52,,広瀬章人,○,●,羽生善治,,七番勝負,第5局,,なし
2011-08-10,王位戦,52,,広瀬章人,●,○,羽生善治,,七番勝負,第4局,,なし
2011-08-03,王位戦,52,,広瀬章人,●,○,羽生善治,,七番勝負,第3局,,なし
2011-07-27,王位戦,52,,広瀬章人,○,●,羽生善治,,七番勝負,第2局,,なし
2011-07-13,王位戦,52,,広瀬章人,○,●,羽生善治,,七番勝負,第1局,,なし
2011-07-02,棋聖戦,82,,羽生善治,○,●,深浦康市,,五番勝負,第3局,,なし
2011-06-25,棋聖戦,82,,羽生善治,○,●,深浦康市,,五番勝負,第2局,,なし
2011-06-25,棋聖戦,82,,羽生善治,千,千,深浦康市,,五番勝負,第2局,,なし
2011-06-11,棋聖戦,82,,羽生善治,○,●,深浦康市,,五番勝負,第1局,,なし
2011-06-22,名人戦,69,,羽生善治,●,○,森内俊之,,七番勝負,第7局,,なし
2011-06-08,名人戦,69,,羽生善治,○,●,森内俊之,,七番勝負,第6局,,なし
2011-06-01,名人戦,69,,羽生善治,○,●,森内俊之,,七番勝負,第5局,,なし
2011-05-18,名人戦,69,,羽生善治,○,●,森内俊之,,七番勝負,第4局,,なし
2011-05-07,名人戦,69,,羽生善治,●,○,森内俊之,,七番勝負,第3局,,なし
2011-04-21,名人戦,69,,羽生善治,●,○,森内俊之,,七番勝負,第2局,,なし
2011-04-08,名人戦,69,,羽生善治,●,○,森内俊之,,七番勝負,第1局,,なし
2011-03-18,棋王戦,36,,久保利明,○,●,渡辺明,,五番勝負,第4局,,なし
2011-03-06,棋王戦,36,,久保利明,○,●,渡辺明,,五番勝負,第3局,,なし
2011-02-26,棋王戦,36,,久保利明,●,○,渡辺明,,五番勝負,第2局,,なし
2011-02-06,棋王戦,36,,久保利明,○,●,渡辺明,,五番勝負,第1局,,なし
2011-03-15,王将戦,60,,久保利明,○,●,豊島将之,,七番勝負,第6局,,なし
2011-03-09,王将戦,60,,久保利明,●,○,豊島将之,,七番勝負,第5局,,なし
2011-02-19,王将戦,60,,久保利明,○,●,豊島将之,,七番勝負,第4局,,なし
2011-02-10,王将戦,60,,久保利明,○,●,豊島将之,,七番勝負,第3局,,なし
2011-01-22,王将戦,60,,久保利明,●,○,豊島将之,,七番勝負,第2局,,なし
2011-01-09,王将戦,60,,久保利明,○,●,豊島将之,,七番勝負,第1局,,なし
2010-12-15,竜王戦,23,,渡辺明,○,●,羽生善治,,七番勝負,第6局,,なし
2010-12-02,竜王戦,23,,渡辺明,○,●,羽生善治,,七番勝負,第5局,,なし
2010-11-26,竜王戦,23,,渡辺明,●,○,羽生善治,,七番勝負,第4局,,なし
2010-11-11,竜王戦,23,,渡辺明,●,○,羽生善治,,七番勝負,第3局,,なし
2010-10-27,竜王戦,23,,渡辺明,○,●,羽生善治,,七番勝負,第2局,,なし
2010-10-15,竜王戦,23,,渡辺明,○,●,羽生善治,,七番勝負,第1局,,なし
2010-09-29,王座戦,58,,羽生善治,○,●,藤井猛,,五番勝負,第3局,,なし
2010-09-22,王座戦,58,,羽生善治,○,●,藤井猛,,五番勝負,第2局,,なし
2010-09-09,王座戦,58,,羽生善治,○,●,藤井猛,,五番勝負,第1局,,なし
2010-09-02,王位戦,51,,深浦康市,●,○,広瀬章人,,七番勝負,第6局,,なし
2010-08-25,王位戦,51,,深浦康市,●,○,広瀬章人,,七番勝負,第5局,,なし
2010-08-11,王位戦,51,,深浦康市,○,●,広瀬章人,,七番勝負,第4局,,なし
2010-08-04,王位戦,51,,深浦康市,●,○,広瀬章人,,七番勝負,第3局,,なし
2010-07-28,王位戦,51,,深浦康市,○,●,広瀬章人,,七番勝負,第2局,,なし
2010-07-14,王位戦,51,,深浦康市,●,○,広瀬章人,,七番勝負,第1局,,なし
2010-06-26,棋聖戦,81,,羽生善治,○,●,深浦康市,,五番勝負,第3局,,なし
2010-06-18,棋聖戦,81,,羽生善治,○,●,深浦康市,,五番勝負,第2局,,なし
2010-06-08,棋聖戦,81,,羽生善治,○,●,深浦康市,,五番勝負,第1局,,なし
2010-05-19,名人戦,68,,羽生善治,○,●,三浦弘行,,七番勝負,第4局,,なし
2010-05-07,名人戦,68,,羽生善治,○,●,三浦弘行,,七番勝負,第3局,,なし
2010-04-21,名人戦,68,,羽生善治,○,●,三浦弘行,,七番勝負,第2局,,なし
2010-04-09,名人戦,68,,羽生善治,○,●,三浦弘行,,七番勝負,第1局,,なし
2010-03-30,棋王戦,35,,久保利明,○,●,佐藤康光,,五番勝負,第5局,,なし
2010-03-19,棋王戦,35,,久保利明,○,●,佐藤康光,,五番勝負,第4局,,なし
2010-03-07,棋王戦,35,,久保利明,●,○,佐藤康光,,五番勝負,第3局,,なし
2010-02-27,棋王戦,35,,久保利明,○,●,佐藤康光,,五番勝負,第2局,,なし
2010-02-05,棋王戦,35,,久保利明,●,○,佐藤康光,,五番勝負,第1局,,なし
2010-03-17,王将戦,59,,羽生善治,●,○,久保利明,,七番勝負,第6局,,なし
2010-03-11,王将戦,59,,羽生善治,○,●,久保利明,,七番勝負,第5局,,なし
2010-02-18,王将戦,59,,羽生善治,●,○,久保利明,,七番勝負,第4局,,なし
2010-02-11,王将戦,59,,羽生善治,●,○,久保利明,,七番勝負,第3局,,なし
2010-01-29,王将戦,59,,羽生善治,○,●,久保利明,,七番勝負,第2局,,なし
2010-01-16,王将戦,59,,羽生善治,●,○,久保利明,,七番勝負,第1局,,なし
2009-11-26,竜王戦,22,,渡辺明,○,●,森内俊之,,七番勝負,第4局,,なし
2009-11-11,竜王戦,22,,渡辺明,○,●,森内俊之,,七番勝負,第3局,,なし
2009-10-29,竜王戦,22,,渡辺明,○,●,森内俊之,,七番勝負,第2局,,なし
2009-10-15,竜王戦,22,,渡辺明,○,●,森内俊之,,七番勝負,第1局,,なし
2009-09-25,王座戦,57,,羽生善治,○,●,山崎隆之,,五番勝負,第3局,,なし
2009-09-16,王座戦,57,,羽生善治,○,●,山崎隆之,,五番勝負,第2局,,なし
2009-09-04,王座戦,57,,羽生善治,○,●,山崎隆之,,五番勝負,第1局,,なし
2009-09-30,王位戦,50,,深浦康市,○,●,木村一基,,七番勝負,第7局,,なし
2009-09-09,王位戦,50,,深浦康市,○,●,木村一基,,七番勝負,第6局,,なし
2009-08-21,王位戦,50,,深浦康市,○,●,木村一基,,七番勝負,第5局,,なし
2009-08-05,王位戦,50,,深浦康市,○,●,木村一基,,七番勝負,第4局,,なし
2009-07-31,王位戦,50,,深浦康市,●,○,木村一基,,七番勝負,第3局,,なし
2009-07-23,王位戦,50,,深浦康市,●,○,木村一基,,七番勝負,第2局,,なし
2009-07-14,王位戦,50,,深浦康市,●,○,木村一基,,七番勝負,第1局,,なし
2009-07-17,棋聖戦,80,,羽生善治,○,●,木村一基,,五番勝負,第5局,,なし
2009-07-09,棋聖戦,80,,羽生善治,○,●,木村一基,,五番勝負,第4局,,なし
2009-06-27,棋聖戦,80,,羽生善治,●,○,木村一基,,五番勝負,第3局,,なし
2009-06-19,棋聖戦,80,,羽生善治,●,○,木村一基,,五番勝負,第2局,,なし
2009-06-09,棋聖戦,80,,羽生善治,○,●,木村一基,,五番勝負,第1局,,なし
2009-06-24,名人戦,67,,羽生善治,○,●,郷田真隆,,七番勝負,第7局,,なし
2009-06-16,名人戦,67,,羽生善治,○,●,郷田真隆,,七番勝負,第6局,,なし
2009-06-03,名人戦,67,,羽生善治,●,○,郷田真隆,,七番勝負,第5局,,なし
2009-05-21,名人戦,67,,羽生善治,●,○,郷田真隆,,七番勝負,第4局,,なし
2009-05-08,名人戦,67,,羽生善治,○,●,郷田真隆,,七番勝負,第3局,,なし
2009-04-22,名人戦,67,,羽生善治,●,○,郷田真隆,,七番勝負,第2局,,なし
2009-04-10,名人戦,67,,羽生善治,○,●,郷田真隆,,七番勝負,第1局,,なし
2009-03-30,棋王戦,34,,佐藤康光,●,○,久保利明,,五番勝負,第5局,,なし
2009-03-18,棋王戦,34,,佐藤康光,○,●,久保利明,,五番勝負,第4局,,なし
2009-03-08,棋王戦,34,,佐藤康光,○,●,久保利明,,五番勝負,第3局,,なし
2009-02-28,棋王戦,34,,佐藤康光,●,○,久保利明,,五番勝負,第2局,,なし
2009-02-08,棋王戦,34,,佐藤康光,●,○,久保利明,,五番勝負,第1局,,なし
2009-03-26,王将戦,58,,羽生善治,○,●,深浦康市,,七番勝負,第7局,,なし
2009-03-12,王将戦,58,,羽生善治,○,●,深浦康市,,七番勝負,第6局,,なし
2009-02-25,王将戦,58,,羽生善治,●,○,深浦康市,,七番勝負,第5局,,なし
2009-02-19,王将戦,58,,羽生善治,○,●,深浦康市,,七番勝負,第4局,,なし
2009-02-11,王将戦,58,,羽生善治,●,○,深浦康市,,七番勝負,第3局,,なし
2009-01-29,王将戦,58,,羽生善治,●,○,深浦康市,,七番勝負,第2局,,なし
2009-01-18,王将戦,58,,羽生善治,○,●,深浦康市,,七番勝負,第1局,,なし
2008-12-18,竜王戦,21,,渡辺明,○,●,羽生善治,,七番勝負,第7局,,なし
2008-12-11,竜王戦,21,,渡辺明,○,●,羽生善治,,七番勝負,第6局,,なし
2008-12-05,竜王戦,21,,渡辺明,○,●,羽生善治,,七番勝負,第5局,,なし
2008-11-27,竜王戦,21,,渡辺明,○,●,羽生善治,,七番勝負,第4局,,なし
2008-11-14,竜王戦,21,,渡辺明,●,○,羽生善治,,七番勝負,第3局,,なし
2008-10-31,竜王戦,21,,渡辺明,●,○,羽生善治,,七番勝負,第2局,,なし
2008-10-19,竜王戦,21,,渡辺明,●,○,羽生善治,,七番勝負,第1局,,なし
2008-09-30,王座戦,56,,羽生善治,○,●,木村一基,,五番勝負,第3局,,なし
2008-09-17,王座戦,56,,羽生善治,○,●,木村一基,,五番勝負,第2局,,なし
2008-09-05,王座戦,56,,羽生善治,○,●,木村一基,,五番勝負,第1局,,なし
2008-09-26,王位戦,49,,深浦康市,○,●,羽生善治,,七番勝負,第7局,,なし
2008-09-10,王位戦,49,,深浦康市,●,○,羽生善治,,七番勝負,第6局,,なし
2008-08-27,王位戦,49,,深浦康市,●,○,羽生善治,,七番勝負,第5局,,なし
2008-08-07,王位戦,49,,深浦康市,○,●,羽生善治,,七番勝負,第4局,,なし
2008-08-01,王位戦,49,,深浦康市,○,●,羽生善治,,七番勝負,第3局,,なし
2008-07-24,王位戦,49,,深浦康市,○,●,羽生善治,,七番勝負,第2局,,なし
2008-07-15,王位戦,49,,深浦康市,●,○,羽生善治,,七番勝負,第1局,,なし
2008-07-18,棋聖戦,79,,佐藤康光,●,○,羽生善治,,五番勝負,第5局,,なし
2008-07-08,棋聖戦,79,,佐藤康光,●,○,羽生善治,,五番勝負,第4局,,なし
2008-07-02,棋聖戦,79,,佐藤康光,●,○,羽生善治,,五番勝負,第3局,,なし
2008-06-21,棋聖戦,79,,佐藤康光,○,●,羽生善治,,五番勝負,第2局,,なし
2008-06-11,棋聖戦,79,,佐藤康光,○,●,羽生善治,,五番勝負,第1局,,なし
2008-06-17,名人戦,66,,森内俊之,●,○,羽生善治,,七番勝負,第6局,,なし
2008-06-06,名人戦,66,,森内俊之,○,●,羽生善治,,七番勝負,第5局,,なし
2008-05-21,名人戦,66,,森内俊之,●,○,羽生善治,,七番勝負,第4局,,なし
2008-05-09,名人戦,66,,森内俊之,●,○,羽生善治,,七番勝負,第3局,,なし
2008-04-23,名人戦,66,,森内俊之,●,○,羽生善治,,七番勝負,第2局,,なし
2008-04-09,名人戦,66,,森内俊之,○,●,羽生善治,,七番勝負,第1局,,なし
2008-03-28,棋王戦,33,,佐藤康光,○,●,羽生善治,,五番勝負,第5局,,なし
2008-03-19,棋王戦,33,,佐藤康光,○,●,羽生善治,,五番勝負,第4局,,なし
2008-03-08,棋王戦,33,,佐藤康光,●,○,羽生善治,,五番勝負,第3局,,なし
2008-02-23,棋王戦,33,,佐藤康光,○,●,羽生善治,,五番勝負,第2局,,なし
2008-02-13,棋王戦,33,,佐藤康光,●,○,羽生善治,,五番勝負,第1局,,なし
2008-02-28,王将戦,57,,羽生善治,○,●,久保利明,,七番勝負,第5局,,なし
2008-02-20,王将戦,57,,羽生善治,○,●,久保利明,,七番勝負,第4局,,なし
2008-02-07,王将戦,57,,羽生善治,●,○,久保利明,,七番勝負,第3局,,なし
2008-01-25,王将戦,57,,羽生善治,○,●,久保利明,,七番勝負,第2局,,なし
2008-01-18,王将戦,57,,羽生善治,○,●,久保利明,,七番勝負,第1局,,なし
2007-12-13,竜王戦,20,,渡辺明,○,●,佐藤康光,,七番勝負,第6局,,なし
2007-11-29,竜王戦,20,,渡辺明,●,○,佐藤康光,,七番勝負,第5局,,なし
2007-11-22,竜王戦,20,,渡辺明,○,●,佐藤康光,,七番勝負,第4局,,なし
2007-11-14,竜王戦,20,,渡辺明,○,●,佐藤康光,,七番勝負,第3局,,なし
2007-11-01,竜王戦,20,,渡辺明,●,○,佐藤康光,,七番勝負,第2局,,なし
2007-10-17,竜王戦,20,,渡辺明,○,●,佐藤康光,,七番勝負,第1局,,なし
2007-10-03,王座戦,55,,羽生善治,○,●,久保利明,,五番勝負,第3局,,なし
2007-09-22,王座戦,55,,羽生善治,○,●,久保利明,,五番勝負,第2局,,なし
2007-09-06,王座戦,55,,羽生善治,○,●,久保利明,,五番勝負,第1局,,なし
2007-09-26,王位戦,48,,羽生善治,●,○,深浦康市,,七番勝負,第7局,,なし
2007-09-11,王位戦,48,,羽生善治,○,●,深浦康市,,七番勝負,第6局,,なし
2007-08-30,王位戦,48,,羽生善治,○,●,深浦康市,,七番勝負,第5局,,なし
2007-08-09,王位戦,48,,羽生善治,●,○,深浦康市,,七番勝負,第4局,,なし
2007-08-01,王位戦,48,,羽生善治,○,●,深浦康市,,七番勝負,第3局,,なし
2007-07-25,王位戦,48,,羽生善治,●,○,深浦康市,,七番勝負,第2局,,なし
2007-07-11,王位戦,48,,羽生善治,●,○,深浦康市,,七番勝負,第1局,,なし
2007-07-06,棋聖戦,78,,佐藤康光,○,●,渡辺明,,五番勝負,第4局,,なし
2007-06-29,棋聖戦,78,,佐藤康光,●,○,渡辺明,,五番勝負,第3局,,なし
2007-06-23,棋聖戦,78,,佐藤康光,○,●,渡辺明,,五番勝負,第2局,,なし
2007-06-09,棋聖戦,78,,佐藤康光,○,●,渡辺明,,五番勝負,第1局,,なし
2007-06-29,名人戦,65,,森内俊之,○,●,郷田真隆,,七番勝負,第7局,,なし
2007-06-15,名人戦,65,,森内俊之,●,○,郷田真隆,,七番勝負,第6局,,なし
2007-05-31,名人戦,65,,森内俊之,○,●,郷田真隆,,七番勝負,第5局,,なし
2007-05-18,名人戦,65,,森内俊之,○,●,郷田真隆,,七番勝負,第4局,,なし
2007-05-08,名人戦,65,,森内俊之,○,●,郷田真隆,,七番勝負,第3局,,なし
2007-04-25,名人戦,65,,森内俊之,●,○,郷田真隆,,七番勝負,第2局,,なし
2007-04-11,名人戦,65,,森内俊之,●,○,郷田真隆,,七番勝負,第1局,,なし
2007-03-28,棋王戦,32,,森内俊之,●,○,佐藤康光,,五番勝負,第5局,,なし
2007-03-23,棋王戦,32,,森内俊之,○,●,佐藤康光,,五番勝負,第4局,,なし
2007-03-10,棋王戦,32,,森内俊之,●,○,佐藤康光,,五番勝負,第3局,,なし
2007-02-24,棋王戦,32,,森内俊之,○,●,佐藤康光,,五番勝負,第2局,,なし
2007-02-11,棋王戦,32,,森内俊之,●,○,佐藤康光,,五番勝負,第1局,,なし
2007-03-20,王将戦,56,,羽生善治,○,●,佐藤康光,,七番勝負,第7局,,なし
2007-03-07,王将戦,56,,羽生善治,●,○,佐藤康光,,七番勝負,第6局,,なし
2007-02-16,王将戦,56,,羽生善治,●,○,佐藤康光,,七番勝負,第5局,,なし
2007-02-08,王将戦,56,,羽生善治,○,●,佐藤康光,,七番勝負,第4局,,なし
2007-01-25,王将戦,56,,羽生善治,○,●,佐藤康光,,七番勝負,第3局,,なし
2007-01-19,王将戦,56,,羽生善治,○,●,佐藤康光,,七番勝負,第2局,,なし
2007-01-12,王将戦,56,,羽生善治,●,○,佐藤康光,,七番勝負,第1局,,なし
2006-12-21,竜王戦,19,,渡辺明,○,●,佐藤康光,,七番勝負,第7局,,なし
2006-12-14,竜王戦,19,,渡辺明,●,○,佐藤康光,,七番勝負,第6局,,なし
2006-12-07,竜王戦,19,,渡辺明,○,●,佐藤康光,,七番勝負,第5局,,なし
2006-11-30,竜王戦,19,,渡辺明,○,●,佐藤康光,,七番勝負,第4局,,なし
2006-11-15,竜王戦,19,,渡辺明,○,●,佐藤康光,,七番勝負,第3局,,なし
2006-11-01,竜王戦,19,,渡辺明,●,○,佐藤康光,,七番勝負,第2局,,なし
2006-10-11,竜王戦,19,,渡辺明,●,○,佐藤康光,,七番勝負,第1局,,なし
2006-09-27,王座戦,54,,羽生善治,○,●,佐藤康光,,五番勝負,第3局,,なし
2006-09-16,王座戦,54,,羽生善治,○,●,佐藤康光,,五番勝負,第2局,,なし
2006-09-07,王座戦,54,,羽生善治,○,●,佐藤康光,,五番勝負,第1局,,なし
2006-09-13,王位戦,47,,羽生善治,○,●,佐藤康光,,七番勝負,第6局,,なし
2006-08-31,王位戦,47,,羽生善治,○,●,佐藤康光,,七番勝負,第5局,,なし
2006-08-23,王位戦,47,,羽生善治,●,○,佐藤康光,,七番勝負,第4局,,なし
2006-08-04,王位戦,47,,羽生善治,●,○,佐藤康光,,七番勝負,第3局,,なし
2006-07-28,王位戦,47,,羽生善治,○,●,佐藤康光,,七番勝負,第2局,,なし
2006-07-13,王位戦,47,,羽生善治,○,●,佐藤康光,,七番勝負,第1局,,なし
2006-07-05,棋聖戦,77,,佐藤康光,○,●,鈴木大介,,五番勝負,第3局,,なし
2006-06-20,棋聖戦,77,,佐藤康光,○,●,鈴木大介,,五番勝負,第2局,,なし
2006-06-05,棋聖戦,77,,佐藤康光,○,●,鈴木大介,,五番勝負,第1局,,なし
2006-06-16,名人戦,64,,森内俊之,○,●,谷川浩司,,七番勝負,第6局,,なし
2006-06-02,名人戦,64,,森内俊之,●,○,谷川浩司,,七番勝負,第5局,,なし
2006-05-19,名人戦,64,,森内俊之,○,●,谷川浩司,,七番勝負,第4局,,なし
2006-05-12,名人戦,64,,森内俊之,●,○,谷川浩司,,七番勝負,第3局,,なし
2006-04-26,名人戦,64,,森内俊之,○,●,谷川浩司,,七番勝負,第2局,,なし
2006-04-12,名人戦,64,,森内俊之,○,●,谷川浩司,,七番勝負,第1局,,なし
2006-03-22,王将戦,55,,羽生善治,○,●,佐藤康光,,七番勝負,第7局,,なし
2006-03-07,王将戦,55,,羽生善治,●,○,佐藤康光,,七番勝負,第6局,,なし
2006-02-23,王将戦,55,,羽生善治,●,○,佐藤康光,,七番勝負,第5局,,なし
2006-02-15,王将戦,55,,羽生善治,●,○,佐藤康光,,七番勝負,第4局,,なし
2006-01-27,王将戦,55,,羽生善治,○,●,佐藤康光,,七番勝負,第3局,,なし
2006-01-20,王将戦,55,,羽生善治,○,●,佐藤康光,,七番勝負,第2局,,なし
2006-01-13,王将戦,55,,羽生善治,○,●,佐藤康光,,七番勝負,第1局,,なし
2006-03-11,棋王戦,31,,羽生善治,●,○,森内俊之,,五番勝負,第4局,,なし
2006-02-26,棋王戦,31,,羽生善治,○,●,森内俊之,,五番勝負,第3局,,なし
2006-02-11,棋王戦,31,,羽生善治,●,○,森内俊之,,五番勝負,第2局,,なし
2006-02-04,棋王戦,31,,羽生善治,●,○,森内俊之,,五番勝負,第1局,,なし
2005-11-30,竜王戦,18,,渡辺明,○,●,木村一基,,七番勝負,第4局,,なし
2005-11-18,竜王戦,18,,渡辺明,○,●,木村一基,,七番勝負,第3局,,なし
2005-11-08,竜王戦,18,,渡辺明,○,●,木村一基,,七番勝負,第2局,,なし
2005-10-26,竜王戦,18,,渡辺明,○,●,木村一基,,七番勝負,第1局,,なし
2005-10-01,王座戦,53,,羽生善治,○,●,佐藤康光,,五番勝負,第3局,,なし
2005-09-16,王座戦,53,,羽生善治,○,●,佐藤康光,,五番勝負,第2局,,なし
2005-09-01,王座戦,53,,羽生善治,○,●,佐藤康光,,五番勝負,第1局,,なし
2005-09-22,王位戦,46,,羽生善治,○,●,佐藤康光,,七番勝負,第7局,,なし
2005-09-13,王位戦,46,,羽生善治,○,●,佐藤康光,,七番勝負,第6局,,なし
2005-09-06,王位戦,46,,羽生善治,●,○,佐藤康光,,七番勝負,第5局,,なし
2005-08-25,王位戦,46,,羽生善治,○,●,佐藤康光,,七番勝負,第4局,,なし
2005-08-03,王位戦,46,,羽生善治,○,●,佐藤康光,,七番勝負,第3局,,なし
2005-07-22,王位戦,46,,羽生善治,●,○,佐藤康光,,七番勝負,第2局,,なし
2005-07-14,王位戦,46,,羽生善治,●,○,佐藤康光,,七番勝負,第1局,,なし
2005-07-26,棋聖戦,76,,佐藤康光,○,●,羽生善治,,五番勝負,第5局,,なし
2005-07-18,棋聖戦,76,,佐藤康光,●,○,羽生善治,,五番勝負,第4局,,なし
2005-07-05,棋聖戦,76,,佐藤康光,○,●,羽生善治,,五番勝負,第3局,,なし
2005-06-20,棋聖戦,76,,佐藤康光,○,●,羽生善治,,五番勝負,第2局,,なし
2005-06-11,棋聖戦,76,,佐藤康光,●,○,羽生善治,,五番勝負,第1局,,なし
2005-06-24,名人戦,63,,森内俊之,○,●,羽生善治,,七番勝負,第7局,,なし
2005-06-15,名人戦,63,,森内俊之,●,○,羽生善治,,七番勝負,第6局,,なし
2005-06-03,名人戦,63,,森内俊之,●,○,羽生善治,,七番勝負,第5局,,なし
2005-05-24,名人戦,63,,森内俊之,○,●,羽生善治,,七番勝負,第4局,,なし
2005-05-13,名人戦,63,,森内俊之,○,●,羽生善治,,七番勝負,第3局,,なし
2005-04-26,名人戦,63,,森内俊之,○,●,羽生善治,,七番勝負,第2局,,なし
2005-04-13,名人戦,63,,森内俊之,●,○,羽生善治,,七番勝負,第1局,,なし
2005-02-25,棋王戦,30,,谷川浩司,●,○,羽生善治,,五番勝負,第3局,,なし
2005-02-19,棋王戦,30,,谷川浩司,●,○,羽生善治,,五番勝負,第2局,,なし
2005-02-04,棋王戦,30,,谷川浩司,●,○,羽生善治,,五番勝負,第1局,,なし
2005-02-10,王将戦,54,,森内俊之,●,○,羽生善治,,七番勝負,第4局,,なし
2005-01-28,王将戦,54,,森内俊之,●,○,羽生善治,,七番勝負,第3局,,なし
2005-01-19,王将戦,54,,森内俊之,●,○,羽生善治,,七番勝負,第2局,,なし
2005-01-12,王将戦,54,,森内俊之,●,○,羽生善治,,七番勝負,第1局,,なし
2004-12-28,竜王戦,17,,森内俊之,●,○,渡辺明,,七番勝負,第7局,,なし
2004-12-16,竜王戦,17,,森内俊之,○,●,渡辺明,,七番勝負,第6局,,なし
2004-12-08,竜王戦,17,,森内俊之,●,○,渡辺明,,七番勝負,第5局,,なし
2004-11-25,竜王戦,17,,森内俊之,●,○,渡辺明,,七番勝負,第4局,,なし
2004-11-18,竜王戦,17,,森内俊之,○,●,渡辺明,,七番勝負,第3局,,なし
2004-11-05,竜王戦,17,,森内俊之,○,●,渡辺明,,七番勝負,第2局,,なし
2004-10-20,竜王戦,17,,森内俊之,●,○,渡辺明,,七番勝負,第1局,,なし
2004-10-13,王座戦,52,,羽生善治,○,●,森内俊之,,五番勝負,第4局,,なし
2004-10-05,王座戦,52,,羽生善治,●,○,森内俊之,,五番勝負,第3局,,なし
